5.127797722816467285e-01,5.154030919075012207e-01,5.241351723670959473e-01,5.164988040924072266e-01,5.180779099464416504e-01,1.841846480965614319e-02
4.967965185642242432e-01,5.010067820549011230e-01,5.071466565132141113e-01,5.016131997108459473e-01,5.030897259712219238e-01,1.269893907010555267e-02
4.863712489604949951e-01,4.893986880779266357e-01,4.930436015129089355e-01,4.893206357955932617e-01,4.900590777397155762e-01,2.121067792177200317e-02
4.871996045112609863e-01,4.882163107395172119e-01,4.938141107559204102e-01,4.893496632575988770e-01,4.884382188320159912e-01,1.659328863024711609e-02
4.986509978771209717e-01,4.982412755489349365e-01,5.043368339538574219e-01,4.989662170410156250e-01,4.974845349788665771e-01,1.407056488096714020e-02
5.042622685432434082e-01,5.040287971496582031e-01,5.106860995292663574e-01,5.053880214691162109e-01,5.037606358528137207e-01,1.351808197796344757e-02
5.082113742828369141e-01,5.082201957702636719e-01,5.151180624961853027e-01,5.098590850830078125e-01,5.079661011695861816e-01,1.322141010314226151e-02
5.135449767112731934e-01,5.135036706924438477e-01,5.206683278083801270e-01,5.152034759521484375e-01,5.130536556243896484e-01,1.293950993567705154e-02
5.197719335556030273e-01,5.196273922920227051e-01,5.271285772323608398e-01,5.214522480964660645e-01,5.191303491592407227e-01,1.273402664810419083e-02
5.189186334609985352e-01,5.193965435028076172e-01,5.273483395576477051e-01,5.221209526062011719e-01,5.202489495277404785e-01,1.273523177951574326e-02
5.196371674537658691e-01,5.200551152229309082e-01,5.279654264450073242e-01,5.227503776550292969e-01,5.206456184387207031e-01,1.261486113071441650e-02
5.217064023017883301e-01,5.220159292221069336e-01,5.300229787826538086e-01,5.246624350547790527e-01,5.224692225456237793e-01,1.245835050940513611e-02
5.241696834564208984e-01,5.243950486183166504e-01,5.325553417205810547e-01,5.271086096763610840e-01,5.248512029647827148e-01,1.235433295369148254e-02
5.295193195343017578e-01,5.294380784034729004e-01,5.376982688903808594e-01,5.319643616676330566e-01,5.294315218925476074e-01,1.222335640341043472e-02
5.316615104675292969e-01,5.318140387535095215e-01,5.403822660446166992e-01,5.347665548324584961e-01,5.324675440788269043e-01,1.219633407890796661e-02
5.306962728500366211e-01,5.311537384986877441e-01,5.398436188697814941e-01,5.345079898834228516e-01,5.323904156684875488e-01,1.218342501670122147e-02
5.305355191230773926e-01,5.309855937957763672e-01,5.396173000335693359e-01,5.342940688133239746e-01,5.320912003517150879e-01,1.210470125079154968e-02
5.329424738883972168e-01,5.331540703773498535e-01,5.417901277542114258e-01,5.362513065338134766e-01,5.338511466979980469e-01,1.198755670338869095e-02
5.375791192054748535e-01,5.375205874443054199e-01,5.462726950645446777e-01,5.404676795005798340e-01,5.378698110580444336e-01,1.190088409930467606e-02
5.363508462905883789e-01,5.367808938026428223e-01,5.458162426948547363e-01,5.403805971145629883e-01,5.382381081581115723e-01,1.196581590920686722e-02
5.370554924011230469e-01,5.373751521110534668e-01,5.462842583656311035e-01,5.408119559288024902e-01,5.384455323219299316e-01,1.192247867584228516e-02
5.447244048118591309e-01,5.443972349166870117e-01,5.532588362693786621e-01,5.471717119216918945e-01,5.442495942115783691e-01,1.178474817425012589e-02
5.449760556221008301e-01,5.451931357383728027e-01,5.545538663864135742e-01,5.488289594650268555e-01,5.465428829193115234e-01,1.181734539568424225e-02
5.464003682136535645e-01,5.465669631958007812e-01,5.558300018310546875e-01,5.501366853713989258e-01,5.476467609405517578e-01,1.179660018533468246e-02
3.771327435970306396e-01,3.778394460678100586e-01,3.806417882442474365e-01,3.786069452762603760e-01,3.775997459888458252e-01,3.193949162960052490e-02
4.051961898803710938e-01,4.038551151752471924e-01,4.063038825988769531e-01,4.009439349174499512e-01,3.970003426074981689e-01,2.060965821146965027e-02
4.005118906497955322e-01,4.012404978275299072e-01,4.049629569053649902e-01,4.011434614658355713e-01,4.005948603153228760e-01,3.132584318518638611e-02
3.892341554164886475e-01,3.910606205463409424e-01,3.957157731056213379e-01,3.929263949394226074e-01,3.921888172626495361e-01,2.850816398859024048e-02
3.968962728977203369e-01,3.969044983386993408e-01,4.008983969688415527e-01,3.974105417728424072e-01,3.960293531417846680e-01,2.275042422115802765e-02
4.064264297485351562e-01,4.061109721660614014e-01,4.100857675075531006e-01,4.059969484806060791e-01,4.044604897499084473e-01,2.025149390101432800e-02
4.132239818572998047e-01,4.131156504154205322e-01,4.172970950603485107e-01,4.131838381290435791e-01,4.114501178264617920e-01,1.906596869230270386e-02
4.195460677146911621e-01,4.195517301559448242e-01,4.238941073417663574e-01,4.197529554367065430e-01,4.178665578365325928e-01,1.818444393575191498e-02
4.243870377540588379e-01,4.245807826519012451e-01,4.291767477989196777e-01,4.250514507293701172e-01,4.231429100036621094e-01,1.765220984816551208e-02
4.270525276660919189e-01,4.274823665618896484e-01,4.323275089263916016e-01,4.283149540424346924e-01,4.264237582683563232e-01,1.739056967198848724e-02
4.295534491539001465e-01,4.300290942192077637e-01,4.350009560585021973e-01,4.310120642185211182e-01,4.290758073329925537e-01,1.711563579738140106e-02
4.353030323982238770e-01,4.354668855667114258e-01,4.404601752758026123e-01,4.362173080444335938e-01,4.341163337230682373e-01,1.657795161008834839e-02
