3.908968337365849588e-01,3.946187826853650993e-01,3.960144479718795685e-01,3.915741746249320476e-01,3.915741746249320476e-01,2.152846416514218181e-02
3.827238782413119322e-01,3.893751977522785235e-01,3.887981408929341298e-01,3.908315246282459410e-01,3.908315246282459410e-01,1.538541472833560020e-02
3.840996259222662079e-01,3.828877573630811715e-01,3.870240643295989602e-01,3.841150672135382194e-01,3.841150672135382194e-01,1.789990841008117298e-02
3.876080875690467997e-01,3.861965366840416913e-01,3.886632010412472416e-01,3.835846244997601628e-01,3.835846244997601628e-01,2.055456608369723645e-02
3.935506107471444248e-01,3.919929239212456284e-01,3.951783419718422619e-01,3.890279383279548475e-01,3.890279383279548475e-01,1.434385127150490137e-02
3.918329491044920676e-01,3.944886652500698143e-01,3.986718282684610370e-01,3.942835860022559369e-01,3.942835860022559369e-01,1.993711953330223885e-02
3.858253810361095271e-01,3.897084747549859896e-01,3.899794693314988514e-01,3.916965807577804659e-01,3.916965807577804659e-01,2.307751793736602733e-02
3.754382300954264284e-01,3.813431552848721151e-01,3.777190929496830329e-01,3.825644571436533359e-01,3.825644571436533359e-01,2.946102111884698130e-02
3.735740911937743269e-01,3.791725591810314877e-01,3.795817232184149903e-01,3.762560863653426901e-01,3.762560863653426901e-01,2.439457613683872206e-02
3.795409938256972815e-01,3.787254282984766074e-01,3.769740303539900750e-01,3.754073327272026139e-01,3.754073327272026139e-01,3.897163129136951842e-02
3.872255081708891877e-01,3.869606801964276532e-01,3.867094765919637522e-01,3.796347245741795162e-01,3.796347245741795162e-01,2.036848630138641397e-02
3.868917376097654737e-01,3.886597974953889256e-01,3.918917870323872510e-01,3.899746316428395754e-01,3.899746316428395754e-01,1.231268169965756519e-02
3.941692423550766100e-01,3.928058621871172162e-01,3.954432422773209721e-01,3.900725467021410320e-01,3.900725467021410320e-01,2.036244475001268775e-02
3.887559264408009252e-01,3.919359973900360949e-01,3.940110868666468202e-01,3.928635952648150687e-01,3.928635952648150687e-01,2.299172790785908999e-02
3.891547926401073276e-01,3.879281336830514015e-01,3.928851869012421894e-01,3.890361014720828958e-01,3.890361014720828958e-01,2.112126360255291851e-02
3.804445871577191163e-01,3.891150111099636044e-01,3.877525638929751883e-01,3.898848304927798325e-01,3.898848304927798325e-01,3.260625276400975353e-02
3.806724967854337449e-01,3.802862955669903400e-01,3.765600935563438445e-01,3.812750356831888232e-01,3.812750356831888232e-01,4.031889724771085121e-02
3.850113127254791157e-01,3.852453475702941610e-01,3.870075012972821749e-01,3.804834535948765639e-01,3.804834535948765639e-01,2.535276618471197368e-02
3.911654587301425789e-01,3.908954028624589960e-01,3.925540877398943085e-01,3.878119909087126005e-01,3.878119909087126005e-01,2.272106640631607957e-02
